卫视频道,#genre#
浙江卫视,http://221.219.148.78:8888/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://123.118.58.227:8686/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://111.196.134.175:20000/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://114.252.228.26:4022/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.137:8036$北京联通
江苏卫视,http://221.219.148.78:8888/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://123.118.58.227:8686/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://111.196.134.175:20000/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://114.252.228.26:4022/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.135:8028$北京联通
深圳卫视,http://221.219.148.78:8888/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://123.118.58.227:8686/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://111.196.134.175:20000/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://114.252.228.26:4022/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.134:8020$北京联通
广东卫视,http://221.219.148.78:8888/rtp/239.3.1.142:8048$北京联通
广东卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.142:8048$北京联通
广东卫视,http://123.118.58.227:8686/rtp/239.3.1.142:8048$北京联通
广东卫视,http://111.196.134.175:20000/rtp/239.3.1.142:8048$北京联通
广东卫视,http://114.252.228.26:4022/rtp/239.3.1.142:8048$北京联通
广东卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.142:8048$北京联通
安徽卫视,http://221.219.148.78:8888/rtp/239.3.1.211:8064$北京联通
安徽卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.211:8064$北京联通
安徽卫视,http://123.118.58.227:8686/rtp/239.3.1.211:8064$北京联通
安徽卫视,http://111.196.134.175:20000/rtp/239.3.1.211:8064$北京联通
安徽卫视,http://114.252.228.26:4022/rtp/239.3.1.211:8064$北京联通
安徽卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.211:8064$北京联通
天津卫视,http://221.219.148.78:8888/rtp/239.3.1.141:1234$北京联通
天津卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.141:1234$北京联通
天津卫视,http://123.118.58.227:8686/rtp/239.3.1.141:1234$北京联通
天津卫视,http://111.196.134.175:20000/rtp/239.3.1.141:1234$北京联通
天津卫视,http://114.252.228.26:4022/rtp/239.3.1.141:1234$北京联通
天津卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.141:1234$北京联通
重庆卫视,http://221.219.148.78:8888/rtp/239.3.1.122:8160$北京联通
重庆卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.122:8160$北京联通
重庆卫视,http://123.118.58.227:8686/rtp/239.3.1.122:8160$北京联通
重庆卫视,http://111.196.134.175:20000/rtp/239.3.1.122:8160$北京联通
重庆卫视,http://114.252.228.26:4022/rtp/239.3.1.122:8160$北京联通
重庆卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.122:8160$北京联通
山东卫视,http://221.219.148.78:8888/rtp/239.3.1.209:8052$北京联通
山东卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.209:8052$北京联通
山东卫视,http://123.118.58.227:8686/rtp/239.3.1.209:8052$北京联通
山东卫视,http://111.196.134.175:20000/rtp/239.3.1.209:8052$北京联通
山东卫视,http://114.252.228.26:4022/rtp/239.3.1.209:8052$北京联通
山东卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.209:8052$北京联通
黑龙江卫视,http://221.219.148.78:8888/rtp/239.3.1.133:8016$北京联通
黑龙江卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.133:8016$北京联通
黑龙江卫视,http://123.118.58.227:8686/rtp/239.3.1.133:8016$北京联通
黑龙江卫视,http://111.196.134.175:20000/rtp/239.3.1.133:8016$北京联通
黑龙江卫视,http://114.252.228.26:4022/rtp/239.3.1.133:8016$北京联通
黑龙江卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.133:8016$北京联通
河北卫视,http://221.219.148.78:8888/rtp/239.3.1.148:8072$北京联通
河北卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.148:8072$北京联通
河北卫视,http://123.118.58.227:8686/rtp/239.3.1.148:8072$北京联通
河北卫视,http://111.196.134.175:20000/rtp/239.3.1.148:8072$北京联通
河北卫视,http://114.252.228.26:4022/rtp/239.3.1.148:8072$北京联通
河北卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.148:8072$北京联通
辽宁卫视,http://221.219.148.78:8888/rtp/239.3.1.210:8056$北京联通
辽宁卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.210:8056$北京联通
辽宁卫视,http://123.118.58.227:8686/rtp/239.3.1.210:8056$北京联通
辽宁卫视,http://111.196.134.175:20000/rtp/239.3.1.210:8056$北京联通
辽宁卫视,http://114.252.228.26:4022/rtp/239.3.1.210:8056$北京联通
辽宁卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.210:8056$北京联通
湖北卫视,http://221.219.148.78:8888/rtp/239.3.1.138:8044$北京联通
湖北卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.138:8044$北京联通
湖北卫视,http://123.118.58.227:8686/rtp/239.3.1.138:8044$北京联通
湖北卫视,http://111.196.134.175:20000/rtp/239.3.1.138:8044$北京联通
湖北卫视,http://114.252.228.26:4022/rtp/239.3.1.138:8044$北京联通
湖北卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.138:8044$北京联通
吉林卫视,http://221.219.148.78:8888/rtp/239.3.1.240:8172$北京联通
吉林卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.240:8172$北京联通
吉林卫视,http://123.118.58.227:8686/rtp/239.3.1.240:8172$北京联通
吉林卫视,http://111.196.134.175:20000/rtp/239.3.1.240:8172$北京联通
吉林卫视,http://114.252.228.26:4022/rtp/239.3.1.240:8172$北京联通
吉林卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.240:8172$北京联通
贵州卫视,http://221.219.148.78:8888/rtp/239.3.1.149:8076$北京联通
贵州卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.149:8076$北京联通
贵州卫视,http://123.118.58.227:8686/rtp/239.3.1.149:8076$北京联通
贵州卫视,http://111.196.134.175:20000/rtp/239.3.1.149:8076$北京联通
贵州卫视,http://114.252.228.26:4022/rtp/239.3.1.149:8076$北京联通
贵州卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.149:8076$北京联通
东南卫视,http://221.219.148.78:8888/rtp/239.3.1.156:8148$北京联通
东南卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.156:8148$北京联通
东南卫视,http://123.118.58.227:8686/rtp/239.3.1.156:8148$北京联通
东南卫视,http://111.196.134.175:20000/rtp/239.3.1.156:8148$北京联通
东南卫视,http://114.252.228.26:4022/rtp/239.3.1.156:8148$北京联通
东南卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.156:8148$北京联通
江西卫视,http://221.219.148.78:8888/rtp/239.3.1.123:8164$北京联通
江西卫视,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.123:8164$北京联通
江西卫视,http://123.118.58.227:8686/rtp/239.3.1.123:8164$北京联通
江西卫视,http://111.196.134.175:20000/rtp/239.3.1.123:8164$北京联通
江西卫视,http://114.252.228.26:4022/rtp/239.3.1.123:8164$北京联通
江西卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.123:8164$北京联通
央视频道,#genre#
CCTV-1,http://221.219.148.78:8888/rtp/239.3.1.129:8008$北京联通
CCTV-1,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.129:8008$北京联通
CCTV-1,http://123.118.58.227:8686/rtp/239.3.1.129:8008$北京联通
CCTV-1,http://111.196.134.175:20000/rtp/239.3.1.129:8008$北京联通
CCTV-1,http://114.252.228.26:4022/rtp/239.3.1.129:8008$北京联通
CCTV-1,http://vpn.famcloud.top:9878/rtp/239.3.1.129:8008$北京联通
CCTV-2,http://221.219.148.78:8888/rtp/239.3.1.60:8084$北京联通
CCTV-2,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.60:8084$北京联通
CCTV-2,http://123.118.58.227:8686/rtp/239.3.1.60:8084$北京联通
CCTV-2,http://111.196.134.175:20000/rtp/239.3.1.60:8084$北京联通
CCTV-2,http://114.252.228.26:4022/rtp/239.3.1.60:8084$北京联通
CCTV-2,http://vpn.famcloud.top:9878/rtp/239.3.1.60:8084$北京联通
CCTV-3,http://221.219.148.78:8888/rtp/239.3.1.172:8001$北京联通
CCTV-3,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.172:8001$北京联通
CCTV-3,http://123.118.58.227:8686/rtp/239.3.1.172:8001$北京联通
CCTV-3,http://111.196.134.175:20000/rtp/239.3.1.172:8001$北京联通
CCTV-3,http://114.252.228.26:4022/rtp/239.3.1.172:8001$北京联通
CCTV-3,http://vpn.famcloud.top:9878/rtp/239.3.1.172:8001$北京联通
CCTV-4,http://221.219.148.78:8888/rtp/239.3.1.105:8092$北京联通
CCTV-4,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.105:8092$北京联通
CCTV-4,http://123.118.58.227:8686/rtp/239.3.1.105:8092$北京联通
CCTV-4,http://111.196.134.175:20000/rtp/239.3.1.105:8092$北京联通
CCTV-4,http://114.252.228.26:4022/rtp/239.3.1.105:8092$北京联通
CCTV-4,http://vpn.famcloud.top:9878/rtp/239.3.1.105:8092$北京联通
CCTV-5,http://221.219.148.78:8888/rtp/239.3.1.173:8001$北京联通
CCTV-5,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.173:8001$北京联通
CCTV-5,http://123.118.58.227:8686/rtp/239.3.1.173:8001$北京联通
CCTV-5,http://111.196.134.175:20000/rtp/239.3.1.173:8001$北京联通
CCTV-5,http://114.252.228.26:4022/rtp/239.3.1.173:8001$北京联通
CCTV-5,http://vpn.famcloud.top:9878/rtp/239.3.1.173:8001$北京联通
CCTV-5+,http://221.219.148.78:8888/rtp/239.3.1.130:8004$北京联通
CCTV-5+,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.130:8004$北京联通
CCTV-5+,http://123.118.58.227:8686/rtp/239.3.1.130:8004$北京联通
CCTV-5+,http://111.196.134.175:20000/rtp/239.3.1.130:8004$北京联通
CCTV-5+,http://114.252.228.26:4022/rtp/239.3.1.130:8004$北京联通
CCTV-5+,http://vpn.famcloud.top:9878/rtp/239.3.1.130:8004$北京联通
CCTV-6,http://221.219.148.78:8888/rtp/239.3.1.174:8001$北京联通
CCTV-6,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.174:8001$北京联通
CCTV-6,http://123.118.58.227:8686/rtp/239.3.1.174:8001$北京联通
CCTV-6,http://111.196.134.175:20000/rtp/239.3.1.174:8001$北京联通
CCTV-6,http://114.252.228.26:4022/rtp/239.3.1.174:8001$北京联通
CCTV-6,http://vpn.famcloud.top:9878/rtp/239.3.1.174:8001$北京联通
CCTV-7,http://221.219.148.78:8888/rtp/239.3.1.61:8104$北京联通
CCTV-7,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.61:8104$北京联通
CCTV-7,http://123.118.58.227:8686/rtp/239.3.1.61:8104$北京联通
CCTV-7,http://111.196.134.175:20000/rtp/239.3.1.61:8104$北京联通
CCTV-7,http://114.252.228.26:4022/rtp/239.3.1.61:8104$北京联通
CCTV-7,http://vpn.famcloud.top:9878/rtp/239.3.1.61:8104$北京联通
CCTV-8,http://221.219.148.78:8888/rtp/239.3.1.175:8001$北京联通
CCTV-8,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.175:8001$北京联通
CCTV-8,http://123.118.58.227:8686/rtp/239.3.1.175:8001$北京联通
CCTV-8,http://111.196.134.175:20000/rtp/239.3.1.175:8001$北京联通
CCTV-8,http://114.252.228.26:4022/rtp/239.3.1.175:8001$北京联通
CCTV-8,http://vpn.famcloud.top:9878/rtp/239.3.1.175:8001$北京联通
CCTV-9,http://221.219.148.78:8888/rtp/239.3.1.62:8112$北京联通
CCTV-9,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.62:8112$北京联通
CCTV-9,http://123.118.58.227:8686/rtp/239.3.1.62:8112$北京联通
CCTV-9,http://111.196.134.175:20000/rtp/239.3.1.62:8112$北京联通
CCTV-9,http://114.252.228.26:4022/rtp/239.3.1.62:8112$北京联通
CCTV-9,http://vpn.famcloud.top:9878/rtp/239.3.1.62:8112$北京联通
CCTV-10,http://221.219.148.78:8888/rtp/239.3.1.63:8116$北京联通
CCTV-10,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.63:8116$北京联通
CCTV-10,http://123.118.58.227:8686/rtp/239.3.1.63:8116$北京联通
CCTV-10,http://111.196.134.175:20000/rtp/239.3.1.63:8116$北京联通
CCTV-10,http://114.252.228.26:4022/rtp/239.3.1.63:8116$北京联通
CCTV-10,http://vpn.famcloud.top:9878/rtp/239.3.1.63:8116$北京联通
CCTV-11,http://221.219.148.78:8888/rtp/239.3.1.152:8120$北京联通
CCTV-11,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.152:8120$北京联通
CCTV-11,http://123.118.58.227:8686/rtp/239.3.1.152:8120$北京联通
CCTV-11,http://111.196.134.175:20000/rtp/239.3.1.152:8120$北京联通
CCTV-11,http://114.252.228.26:4022/rtp/239.3.1.152:8120$北京联通
CCTV-11,http://vpn.famcloud.top:9878/rtp/239.3.1.152:8120$北京联通
CCTV-12,http://221.219.148.78:8888/rtp/239.3.1.64:8124$北京联通
CCTV-12,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.64:8124$北京联通
CCTV-12,http://123.118.58.227:8686/rtp/239.3.1.64:8124$北京联通
CCTV-12,http://111.196.134.175:20000/rtp/239.3.1.64:8124$北京联通
CCTV-12,http://114.252.228.26:4022/rtp/239.3.1.64:8124$北京联通
CCTV-12,http://vpn.famcloud.top:9878/rtp/239.3.1.64:8124$北京联通
CCTV-13,http://221.219.148.78:8888/rtp/239.3.1.124:8128$北京联通
CCTV-13,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.124:8128$北京联通
CCTV-13,http://123.118.58.227:8686/rtp/239.3.1.124:8128$北京联通
CCTV-13,http://111.196.134.175:20000/rtp/239.3.1.124:8128$北京联通
CCTV-13,http://114.252.228.26:4022/rtp/239.3.1.124:8128$北京联通
CCTV-13,http://vpn.famcloud.top:9878/rtp/239.3.1.124:8128$北京联通
CCTV-14,http://221.219.148.78:8888/rtp/239.3.1.65:8132$北京联通
CCTV-14,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.65:8132$北京联通
CCTV-14,http://123.118.58.227:8686/rtp/239.3.1.65:8132$北京联通
CCTV-14,http://111.196.134.175:20000/rtp/239.3.1.65:8132$北京联通
CCTV-14,http://114.252.228.26:4022/rtp/239.3.1.65:8132$北京联通
CCTV-14,http://vpn.famcloud.top:9878/rtp/239.3.1.65:8132$北京联通
CCTV-15,http://221.219.148.78:8888/rtp/239.3.1.153:8136$北京联通
CCTV-15,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.153:8136$北京联通
CCTV-15,http://123.118.58.227:8686/rtp/239.3.1.153:8136$北京联通
CCTV-15,http://111.196.134.175:20000/rtp/239.3.1.153:8136$北京联通
CCTV-15,http://114.252.228.26:4022/rtp/239.3.1.153:8136$北京联通
CCTV-15,http://vpn.famcloud.top:9878/rtp/239.3.1.153:8136$北京联通
CCTV-16 奥林匹克,http://221.219.148.78:8888/rtp/239.3.1.183:8001$北京联通
CCTV-16 奥林匹克,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.183:8001$北京联通
CCTV-16 奥林匹克,http://123.118.58.227:8686/rtp/239.3.1.183:8001$北京联通
CCTV-16 奥林匹克,http://111.196.134.175:20000/rtp/239.3.1.183:8001$北京联通
CCTV-16 奥林匹克,http://114.252.228.26:4022/rtp/239.3.1.183:8001$北京联通
CCTV-16 奥林匹克,http://vpn.famcloud.top:9878/rtp/239.3.1.183:8001$北京联通
CCTV-17,http://221.219.148.78:8888/rtp/239.3.1.151:8144$北京联通
CCTV-17,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.151:8144$北京联通
CCTV-17,http://123.118.58.227:8686/rtp/239.3.1.151:8144$北京联通
CCTV-17,http://111.196.134.175:20000/rtp/239.3.1.151:8144$北京联通
CCTV-17,http://114.252.228.26:4022/rtp/239.3.1.151:8144$北京联通
CCTV-17,http://vpn.famcloud.top:9878/rtp/239.3.1.151:8144$北京联通
中国交通,http://221.219.148.78:8888/rtp/239.3.1.188:8001$北京联通
中国交通,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.188:8001$北京联通
中国交通,http://123.118.58.227:8686/rtp/239.3.1.188:8001$北京联通
中国交通,http://111.196.134.175:20000/rtp/239.3.1.188:8001$北京联通
中国交通,http://114.252.228.26:4022/rtp/239.3.1.188:8001$北京联通
中国交通,http://vpn.famcloud.top:9878/rtp/239.3.1.188:8001$北京联通
CCTV-4 中文国际 欧洲,http://221.219.148.78:8888/rtp/239.3.1.213:4220$北京联通
CCTV-4 中文国际 欧洲,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.213:4220$北京联通
CCTV-4 中文国际 欧洲,http://123.118.58.227:8686/rtp/239.3.1.213:4220$北京联通
CCTV-4 中文国际 欧洲,http://111.196.134.175:20000/rtp/239.3.1.213:4220$北京联通
CCTV-4 中文国际 欧洲,http://114.252.228.26:4022/rtp/239.3.1.213:4220$北京联通
CCTV-4 中文国际 欧洲,http://vpn.famcloud.top:9878/rtp/239.3.1.213:4220$北京联通
CCTV-4 中文国际 美洲,http://221.219.148.78:8888/rtp/239.3.1.214:4220$北京联通
CCTV-4 中文国际 美洲,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.214:4220$北京联通
CCTV-4 中文国际 美洲,http://123.118.58.227:8686/rtp/239.3.1.214:4220$北京联通
CCTV-4 中文国际 美洲,http://111.196.134.175:20000/rtp/239.3.1.214:4220$北京联通
CCTV-4 中文国际 美洲,http://114.252.228.26:4022/rtp/239.3.1.214:4220$北京联通
CCTV-4 中文国际 美洲,http://vpn.famcloud.top:9878/rtp/239.3.1.214:4220$北京联通
CGTN 新闻,http://221.219.148.78:8888/rtp/239.3.1.215:4220$北京联通
CGTN 新闻,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.215:4220$北京联通
CGTN 新闻,http://123.118.58.227:8686/rtp/239.3.1.215:4220$北京联通
CGTN 新闻,http://111.196.134.175:20000/rtp/239.3.1.215:4220$北京联通
CGTN 新闻,http://114.252.228.26:4022/rtp/239.3.1.215:4220$北京联通
CGTN 新闻,http://vpn.famcloud.top:9878/rtp/239.3.1.215:4220$北京联通
CGTN 记录,http://221.219.148.78:8888/rtp/239.3.1.216:4220$北京联通
CGTN 记录,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.216:4220$北京联通
CGTN 记录,http://123.118.58.227:8686/rtp/239.3.1.216:4220$北京联通
CGTN 记录,http://111.196.134.175:20000/rtp/239.3.1.216:4220$北京联通
CGTN 记录,http://114.252.228.26:4022/rtp/239.3.1.216:4220$北京联通
CGTN 记录,http://vpn.famcloud.top:9878/rtp/239.3.1.216:4220$北京联通
CGTN 西班牙语,http://221.219.148.78:8888/rtp/239.3.1.217:4220$北京联通
CGTN 西班牙语,http://bjyq-vnc-dns.mfsz.com.cn:8888/rtp/239.3.1.217:4220$北京联通
CGTN 西班牙语,http://123.118.58.227:8686/rtp/239.3.1.217:4220$北京联通
CGTN 西班牙语,http://111.196.134.175:20000/rtp/239.3.1.217:4220$北京联通
CGTN 西班牙语,http://114.252.228.26:4022/rtp/239.3.1.217:4220$北京联通
