央视频道,#genre#
新疆卫视,http://tv.zhangzp.top:4022/udp/239.125.1.123:4130$内蒙古联通
新疆卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.1.123:4130$内蒙古联通
少儿频道,#genre#
卡酷动画,http://tv.zhangzp.top:4022/udp/239.125.1.127:4130$内蒙古联通
卡酷动画,http://www.pve.onetopcloud.com:16666/udp/239.125.1.127:4130$内蒙古联通
金鹰卡通,http://tv.zhangzp.top:4022/udp/239.125.1.128:4130$内蒙古联通
金鹰卡通,http://www.pve.onetopcloud.com:16666/udp/239.125.1.128:4130$内蒙古联通
动漫秀场,http://tv.zhangzp.top:4022/udp/239.125.1.31:5000$内蒙古联通
动漫秀场,http://www.pve.onetopcloud.com:16666/udp/239.125.1.31:5000$内蒙古联通
IPTV少儿动画,http://tv.zhangzp.top:4022/udp/239.125.1.121:4130$内蒙古联通
IPTV少儿动画,http://www.pve.onetopcloud.com:16666/udp/239.125.1.121:4130$内蒙古联通
嘉佳卡通,http://tv.zhangzp.top:4022/udp/239.125.2.213:4120$内蒙古联通
嘉佳卡通,http://www.pve.onetopcloud.com:16666/udp/239.125.2.213:4120$内蒙古联通
数字频道,#genre#
IPTV谍战剧场,http://tv.zhangzp.top:4022/udp/239.125.1.130:4130$内蒙古联通
IPTV谍战剧场,http://www.pve.onetopcloud.com:16666/udp/239.125.1.130:4130$内蒙古联通
星影,http://tv.zhangzp.top:4022/udp/239.125.1.55:5000$内蒙古联通
星影,http://www.pve.onetopcloud.com:16666/udp/239.125.1.55:5000$内蒙古联通
武侠剧场,http://tv.zhangzp.top:4022/udp/239.125.1.145:4130$内蒙古联通
武侠剧场,http://www.pve.onetopcloud.com:16666/udp/239.125.1.145:4130$内蒙古联通
动作影院,http://tv.zhangzp.top:4022/udp/239.125.1.53:5000$内蒙古联通
动作影院,http://www.pve.onetopcloud.com:16666/udp/239.125.1.53:5000$内蒙古联通
全纪实,http://tv.zhangzp.top:4022/udp/239.125.1.38:5000$内蒙古联通
全纪实,http://www.pve.onetopcloud.com:16666/udp/239.125.1.38:5000$内蒙古联通
精选,http://tv.zhangzp.top:4022/udp/239.125.1.43:5000$内蒙古联通
精选,http://www.pve.onetopcloud.com:16666/udp/239.125.1.43:5000$内蒙古联通
都市剧场,http://tv.zhangzp.top:4022/udp/239.125.1.129:4130$内蒙古联通
都市剧场,http://www.pve.onetopcloud.com:16666/udp/239.125.1.129:4130$内蒙古联通
喜剧影院,http://tv.zhangzp.top:4022/udp/239.125.1.52:5000$内蒙古联通
喜剧影院,http://www.pve.onetopcloud.com:16666/udp/239.125.1.52:5000$内蒙古联通
家庭影院,http://tv.zhangzp.top:4022/udp/239.125.1.54:5000$内蒙古联通
家庭影院,http://www.pve.onetopcloud.com:16666/udp/239.125.1.54:5000$内蒙古联通
光影,http://tv.zhangzp.top:4022/udp/239.125.1.49:5000$内蒙古联通
光影,http://www.pve.onetopcloud.com:16666/udp/239.125.1.49:5000$内蒙古联通
热播剧场,http://tv.zhangzp.top:4022/udp/239.125.1.125:4130$内蒙古联通
热播剧场,http://www.pve.onetopcloud.com:16666/udp/239.125.1.125:4130$内蒙古联通
金鹰纪实,http://tv.zhangzp.top:4022/udp/239.125.2.106:4134$内蒙古联通
金鹰纪实,http://www.pve.onetopcloud.com:16666/udp/239.125.2.106:4134$内蒙古联通
体育频道,#genre#
游戏风云,http://tv.zhangzp.top:4022/udp/239.125.1.33:5000$内蒙古联通
游戏风云,http://www.pve.onetopcloud.com:16666/udp/239.125.1.33:5000$内蒙古联通
