央视频道,#genre#
CCTV4K,http://tv.zhangzp.top:4022/udp/239.125.1.214:4120$内蒙古联通
CCTV4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.214:4120$内蒙古联通
CETV4,http://tv.zhangzp.top:4022/udp/239.125.1.110:4120$内蒙古联通
CETV4,http://www.pve.onetopcloud.com:16666/udp/239.125.1.110:4120$内蒙古联通
CETV2,http://tv.zhangzp.top:4022/udp/239.125.1.29:5000$内蒙古联通
CETV2,http://www.pve.onetopcloud.com:16666/udp/239.125.1.29:5000$内蒙古联通
中国教育1,http://tv.zhangzp.top:4022/udp/239.125.1.139:4130$内蒙古联通
中国教育1,http://www.pve.onetopcloud.com:16666/udp/239.125.1.139:4130$内蒙古联通
CCTV4中文国际美洲,http://tv.zhangzp.top:4022/udp/239.125.2.197:4120$内蒙古联通
CCTV4中文国际美洲,http://www.pve.onetopcloud.com:16666/udp/239.125.2.197:4120$内蒙古联通
CGTN英文纪录,http://tv.zhangzp.top:4022/udp/239.125.2.199:4120$内蒙古联通
CGTN英文纪录,http://www.pve.onetopcloud.com:16666/udp/239.125.2.199:4120$内蒙古联通
CGTN英语,http://tv.zhangzp.top:4022/udp/239.125.2.198:4120$内蒙古联通
CGTN英语,http://www.pve.onetopcloud.com:16666/udp/239.125.2.198:4120$内蒙古联通
CCTV4中文国际欧洲,http://tv.zhangzp.top:4022/udp/239.125.2.196:4120$内蒙古联通
CCTV4中文国际欧洲,http://www.pve.onetopcloud.com:16666/udp/239.125.2.196:4120$内蒙古联通
CGTN西班牙语,http://tv.zhangzp.top:4022/udp/239.125.2.200:4120$内蒙古联通
CGTN西班牙语,http://www.pve.onetopcloud.com:16666/udp/239.125.2.200:4120$内蒙古联通
CGTN法语,http://tv.zhangzp.top:4022/udp/239.125.2.201:4120$内蒙古联通
CGTN法语,http://www.pve.onetopcloud.com:16666/udp/239.125.2.201:4120$内蒙古联通
CGTN阿拉伯语,http://tv.zhangzp.top:4022/udp/239.125.2.202:4120$内蒙古联通
CGTN阿拉伯语,http://www.pve.onetopcloud.com:16666/udp/239.125.2.202:4120$内蒙古联通
CGTN俄语,http://tv.zhangzp.top:4022/udp/239.125.2.203:4120$内蒙古联通
CGTN俄语,http://www.pve.onetopcloud.com:16666/udp/239.125.2.203:4120$内蒙古联通
其它频道,#genre#
CCTV16 4K,http://tv.zhangzp.top:4022/udp/239.125.2.218:4120$内蒙古联通
CCTV16 4K,http://www.pve.onetopcloud.com:16666/udp/239.125.2.218:4120$内蒙古联通
动画,http://tv.zhangzp.top:4022/udp/239.125.1.45:5000$内蒙古联通
动画,http://www.pve.onetopcloud.com:16666/udp/239.125.1.45:5000$内蒙古联通
金色频道,http://tv.zhangzp.top:4022/udp/239.125.1.39:5000$内蒙古联通
金色频道,http://www.pve.onetopcloud.com:16666/udp/239.125.1.39:5000$内蒙古联通
魅力时尚,http://tv.zhangzp.top:4022/udp/239.125.1.27:5000$内蒙古联通
魅力时尚,http://www.pve.onetopcloud.com:16666/udp/239.125.1.27:5000$内蒙古联通
收视指南,http://tv.zhangzp.top:4022/udp/239.125.44.3:5000$内蒙古联通
收视指南,http://www.pve.onetopcloud.com:16666/udp/239.125.44.3:5000$内蒙古联通
IPTV法治,http://tv.zhangzp.top:4022/udp/239.125.1.56:5000$内蒙古联通
IPTV法治,http://www.pve.onetopcloud.com:16666/udp/239.125.1.56:5000$内蒙古联通
CCTV16-4K,http://tv.zhangzp.top:4022/udp/239.125.2.218:4120$内蒙古联通
CCTV16-4K,http://www.pve.onetopcloud.com:16666/udp/239.125.2.218:4120$内蒙古联通
爱上4K,http://tv.zhangzp.top:4022/udp/239.125.1.24:5000$内蒙古联通
爱上4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.24:5000$内蒙古联通
4K专区,#genre#
北京卫视4K,http://tv.zhangzp.top:4022/udp/239.125.2.105:4120$内蒙古联通
北京卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.2.105:4120$内蒙古联通
东方卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.235:4120$内蒙古联通
东方卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.235:4120$内蒙古联通
广东卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.224:4120$内蒙古联通
广东卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.224:4120$内蒙古联通
深圳卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.223:4120$内蒙古联通
深圳卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.223:4120$内蒙古联通
湖南卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.232:4120$内蒙古联通
湖南卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.232:4120$内蒙古联通
山东卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.237:4120$内蒙古联通
山东卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.237:4120$内蒙古联通
四川卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.236:4120$内蒙古联通
四川卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.236:4120$内蒙古联通
浙江卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.234:4120$内蒙古联通
浙江卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.234:4120$内蒙古联通
江苏卫视4K,http://tv.zhangzp.top:4022/udp/239.125.1.233:4120$内蒙古联通
江苏卫视4K,http://www.pve.onetopcloud.com:16666/udp/239.125.1.233:4120$内蒙古联通
卫视频道,#genre#
内蒙古卫视,http://tv.zhangzp.top:4022/udp/239.125.1.59:5000$内蒙古联通
内蒙古卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.1.59:5000$内蒙古联通
兵团卫视,http://tv.zhangzp.top:4022/udp/239.125.1.135:4130$内蒙古联通
兵团卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.1.135:4130$内蒙古联通
宁夏卫视,http://tv.zhangzp.top:4022/udp/239.125.1.157:4130$内蒙古联通
宁夏卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.1.157:4130$内蒙古联通
青海卫视,http://tv.zhangzp.top:4022/udp/239.125.1.150:4130$内蒙古联通
青海卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.1.150:4130$内蒙古联通
甘肃卫视,http://tv.zhangzp.top:4022/udp/239.125.2.190:4120$内蒙古联通
甘肃卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.2.190:4120$内蒙古联通
三沙卫视,http://tv.zhangzp.top:4022/udp/239.125.1.180:4130$内蒙古联通
三沙卫视,http://www.pve.onetopcloud.com:16666/udp/239.125.1.180:4130$内蒙古联通
